Guard,,,Shomer/Shomeret,שׁוֹמֵר/שׁוֹמֶרֶת,Shomrim/Shomrot,שׁוֹמְרִים/שׁוֹמְרוֹת,Guard,Shamarti,שָׁמַרְתִּי,Shamarta,שָׁמַרְתָּ,Shamart,שָׁמַרְתְּ,Shamartem,שְׁמַרְתֶּם,Shamarten,שְׁמַרְתֶּן,Shamru,שָׁמְרוּ,Shamru,שָׁמְרוּ,Shamar,שָׁמַר,Shamra,שָׁמְרָה,Shamarnu,שָׁמַרְנוּ
Hate,Lis-no,לִשְׂנוֹא,So-neh/So-net,שׂוֹנֵא/שׂוֹנֵאת,Sonim/Sonot,שׂוֹנְאִים/שׂוֹנְאוֹת,Hate,Saniti,שָׂנֵאתִי,Sanita,שָׂנֵאתָ,Sanit,שָׂנֵאת,Snitem,שְׂנֵאתֶם,Sniten,שְׂנֵאתֶן,Sanu,שָׂנְאוּ,Sanu,שָׂנְאוּ,Sane,שָׂנֵא,Santa,שָׂנְאָה,Saninu,שָׂנֵאנוּ
Hear,Lishmoa,לִשְׁמוֹעַ,Shomea/Shomaat,שׁוֹמֵעַ/שׁוֹמַעַת,Shomim/Shomot,שׁוֹמְעִים/שׁוֹמְעוֹת,Hear,Shamati,שָׁמַעְתִּי,Shamata,שָׁמַעְתָּ,Sham'at,שָׁמַעְתְּ,Shamatem,שְׁמַעְתֶּם,Shamaten,שְׁמַעְתֶּן,Shamu,שָׁמְעוּ,Shamu,שָׁמְעוּ,Shama,שָׁמַע,Shama,שָׁמְעָה,Shamanu,שָׁמַעְנוּ
Help,La-azor,לַעֲזוֹר,Ozer/Ozeret,עוֹזֵר/עוֹזֶרֶת,Ozrim/Ozrot,עוֹזְרִים/עוֹזְרוֹת,Help,Azarti,עָזַרְתִּי,Azarta,עָזַרְתָּ,Azart,עָזַרְתְּ,Azartem,עֲזַרְתֶּם,Azarten,עֲזַרְתֶּן,Azru,עָזְרוּ,Azru,עָזְרוּ,Azar,עָזַר,Azra,עָזְרָה,Azarnu,עָזַרְנוּ
Hurt,Lach-iv,לִפְגּוֹעַ,Mach-iv/Mach-i-va,פּוֹגֵעַ/פּוֹגַעַת,Pogim/Pogot,פּוֹגְעִים/פּוֹגְעוֹת,Hurt,Hichavti,הִכְאִיבִי,Hichavta,הִכְאִיבָ,Hichavt,הִכְאִיבָ,Hichavtem,הִכְאִיבֶם,Hichavten,הִכְאִיבֶן,Hichivu,הִכְאִיבוּ,Hichivu,הִכְאִיבוּ,Hichiv,הִכְאִיב,Hichiva,הִכְאִיבָה,Hichavnu,הִכְאַבְנוּ
Hold,Le-hachzik,לְהַחֲזִיק,Machzik/Machzika,מַחֲזִיק/מַחֲזִיקָה,Machzikim/Machzik,מַחֲזִיקִים/מַחֲזִיקוֹת,Hold,Hichzakti,הֶחֱזַקְתִּי,Hichzakta,הֶחֱזַקְתָּ,Hichzakt,הֶחֱזַקְתְּ,Hichzaktem,הֶחֱזַקְתֶּם,Hichzakten,הֶחֱזַקְתֶּן,Hechziku,הֶחֱזִיקוּ,Hechziku,הֶחֱזִיקוּ,Hechzik,הֶחֱזִיק,Hechzika,הֶחֱזִיקָה,Hichzaknu,הֶחֱזַקְנוּ
Hope,Le-kavot,לְקַוּוֹת,Mekaveh/Mekavah,מְקַוֶּה/מְקַוָּה,Mekavim/Mekavot,מְקַוִּים/מְקַוּוֹת,Hope,Kiviti,קִוִּיתִי,Kivita,קִוִּיתָ,Kivit,קִוִּית,Kivitem,קִוִּיתֶם,Kiviten,קִוִּיתֶן,Kivu,קִוּוּ,Kivu,קִוּוּ,Kiva,קִוָּה,Kivta,קִוְּתָה,Kivinu,קִוִּינוּ
Include,Lik-lol,לִכְלוֹל,Kolel/Kolelet,כּוֹלֵל/כּוֹלֶלֶת,Kolelim/Kolelot,כּוֹלְלִים/כּוֹלְלוֹת,Include,Kilalti,כָּלַלְתִּי,Kilalta,כָּלַלְתָּ,Kilalt,כָּלַלְתְּ,Kilaltem,כְּלַלְתֶּם,Kilalten,כְּלַלְתֶּן,Kilelu,כָּלְלוּ,Kilelu,כָּלְלוּ,Kilal,כָּלַל,Kilala,כָּלְלָה,Kilalnu,כָּלַלְנוּ
Interpret,Le-faresh,לְפָרֵשׁ,Mefaresh/Mefaresh et,מְפָרֵשׁ/מְפָרֶשֶׁת,Mefareshim/Mefareshot,מְפָרְשִׁים/מְפָרְשׁוֹת,Interpret,Perashti,פֵּרַשְׁתִּי,Perashta,פֵּרַשְׁתָּ,Perasht,פֵּרַשְׁתְּ,Perashtem,פֵּרַשְׁתֶּם,Perashten,פֵּרַשְׁתֶּן,Pereshu,פֵּרְשׁוּ,Pereshu,פֵּרְשׁוּ,Peresh,פֵּרֵשׁ,Peresha,פֵּרְשָׁה,Perashnu,פֵּרַשְׁנוּ
Jump,Likpotz,לִקְפּוֹץ,Kofetz/Kofetzet,קוֹפֵץ/קוֹפֶצֶת,Kofetzim/Kofetzot,קוֹפְצִים/קוֹפְצוֹת,Jump,Kafatzti,קָפַצְתִּי,Kafatzta,קָפַצְתָּ,Kafatzt,קָפַצְתְּ,Kafatztem,קְפַצְתֶּם,Kafatzten,קְפַצְתֶּן,Kafצו,קָפְצוּ,Kafצו,קָפְצוּ,Kafatz,קָפַץ,Kafצָה,קָפְצָה,Kafatznu,קָפַצְנוּ
Keep/Save,Lish-mor,לִשְׁמוֹר,Shomer/Shomeret,שׁוֹמֵר/שׁוֹמֶרֶת,Shomrim/Shomrot,שׁוֹמְרִים/שׁוֹמְרוֹת,Keep/Save,Shamarti,שָׁמַרְתִּי,Shamarta,שָׁמַרְתָּ,Shamart,שָׁמַרְתְּ,Shamartem,שְׁמַרְתֶּם,Shamarten,שְׁמַרְתֶּן,Shamru,שָׁמְרוּ,Shamru,שָׁמְרוּ,Shamar,שָׁמַר,Shamra,שָׁמְרָה,Shamarnu,שָׁמַרְנוּ
Know (a fact),La-daat ,לָדַעַת,Yodea/Yodaat,יוֹדֵעַ/יוֹדַעַת,Yodim/Yodot,יוֹדְעִים/יוֹדְעוֹת,Know (a fact),Yadati,יָדַעְתִּי,Yadata,יָדַעְתָּ,Yada't,יָדַעְתְּ,Yedatem,יְדַעְתֶּם,Yedaten,יְדַעְתֶּן,Yadu,יָדְעוּ,Yadu,יָדְעוּ,Yada,יָדַע,Yad'a,יָדְעָה,Yadanu,יָדַעְנוּ
Know (someone),Le-hakir,לְהַכִּיר,Mekir/Mekirah,מַכִּיר/מַכִּירָה,Mekirim/Mekirot,מַכִּירִים/מַכִּירוֹת,Know (someone),Hikarti,הִכַּרְתִּי,Hikarta,הִכַּרְתָּ,Hikart,הִכַּרְתְּ,Hikartem,הִכַּרְתֶּם,Hikarten,הִכַּרְתֶּן,Hikiru,הִכִּירוּ,Hikiru,הִכִּירוּ,Hikir,הִכִּיר,Hikira,הִכִּירָה,Hikarnu,הִכַּרְנוּ
Laugh,Litzchok,לִצְחוֹק,Tzochek/Tzocheket,צוֹחֵק/צוֹחֶקֶת,Tzochakim/Tzochakot,צוֹחֲקִים/צוֹחֲקוֹת,Laugh,Tzachakti,צָחַקְתִּי,Tzachakta,צָחַקְתָּ,Tzachakt,צָחַקְתְּ,Tzachaktem,צְחַקְתֶּם,Tzachakten,צְחַקְתֶּן,Tzachaku,צָחֲקוּ,Tzachaku,צָחֲקוּ,Tzachak,צָחַק,Tzachaka,צָחֲקָה,Tzachaknu,צָחַקְנוּ
Learn,Lil-mod,לִלְמוֹד,Lomed/Lomedet,לוֹמֵד/לוֹמֶדֶת,Lomdim/Lomdot,לוֹמְדִים/לוֹמְדוֹת,Learn,Lamadti,לָמַדְתִּי,Lamadata,לָמַדְתָּ,Lamadt,לָמַדְתְּ,Lamadtem,לְמַדְתֶּם,Lamadten,לְמַדְתֶּן,Lamdu,לָמְדוּ,Lamdu,לָמְדוּ,Lamad,לָמַד,Lamda,לָמְדָה,Lamadnu,לָמַדְנוּ
Leave,La-azov,לַעֲזוֹב,Ozev/Ozevet,עוֹזֵב/עוֹזֶבֶת,Ozvim/Ozvot,עוֹזְבִים/עוֹזְבוֹת,Leave,Azavti,עָזַבְתִּי,Azavta,עָזַבְתָּ,Azavt,עָזַבְתְּ,Azavtem,עֲזַבְתֶּם,Azavten,עֲזַבְתֶּן,Azvu,עָזְבוּ,Azvu,עָזְבוּ,Azav,עָזַב,Azva,עָזְבָה,Azavnu,עָזַבְנוּ
Like/Love,Le-e-chov,,Ohev/Ohevet,אוֹהֵב/אוֹהֶבֶת,Ohavim/Ohavot,אוֹהֲבִים/אוֹהֲבוֹת,Like/Love,Ahavti,אָהַבְתִּי,Ahavta,אָהַבְתָּ,Ahavt,אָהַבְתְּ,Ahavtem,אֲהַבְתֶּם,Ahavten,אֲהַבְתֶּן,Ahuvu,אָהֲבוּ,Ahuvu,אָהֲבוּ,Ahev,אָהֵב,Aahava,אָהֲבָה,Ahavnu,אָהַבְנוּ
Listen,Le-hakshiv,לְהַקְשִׁיב,Makshiv/Makshiva,מַקְשִׁיב/מַקְשִׁיבָה,Makshivim/Makshivot,מַקְשִׁיבִים/מַקְשִׁיבוֹת,Listen,Hikshavti,הִקְשַׁבְתִּי,Hikshavta,הִקְשַׁבְתָּ,Hikshavt,הִקְשַׁבְתְּ,Hikshavtem,הִקְשַׁבְתֶּם,Hikshavten,הִקְשַׁבְתֶּן,Hikshivu,הִקְשִׁיבוּ,Hikshivu,הִקְשִׁיבוּ,Hikshiv,הִקְשִׁיב,Hikshiva,הִקְשִׁיבָה,Hikshavnu,הִקְשַׁבְנוּ
Live,La-gur,לָגוּר,Gar/Gara,גָּר/גָּרָה,Garim/Garot,גָּרִים/גָּרוֹת,Live,Garti,גַּרְתִּי,Garta,גַּרְתָּ,Gart,גַּרְתְּ,Gartem,גַּרְתֶּם,Garten,גַּרְתֶּן,Garu,גָּרוּ,Garu,גָּרוּ,Gar,גָּר,Gara,גָּרָה,Garnu,גַּרְנוּ
Look,Le-histakel,לְהִסְתַּכֵּל,Mistakel/Mistakelet,מִסְתַּכֵּל/מִסְתַּכֶּלֶת,Mistaklim/Mistaklot,מִסְתַּכְּלִים/מִסְתַּכְּלוֹת,Look,Hitstakальti,הִסְתַּכַּלְתִּי,Hitstakalta,הִסְתַּכַּלְתָּ,Hitstakalt,הִסְתַּכַּלְתְּ,Hitstakaltם,הִסְתַּכַּלְתֶּם,Hitstakalten,הִסְתַּכַּלְתֶּן,Hitstaklu,הִסְתַּכְּלוּ,Hitstaklu,הִסְתַּכְּלוּ,Hitstakel,הִסְתַּכֵּל,Hitstakla,הִסְתַּכְּלָה,Hitstakalnu,הִסְתַּכַּלְנוּ
Meet,Le-hipagesh,לְהִפָּגֵשׁ,Nifgash/Nifgeshet,נִפְגָּשׁ/נִפְגֶּשֶׁת,Nifgashim/Nifgashot,נִפְגָּשִׁים/נִפְגָּשׁוֹת,Meet,Nifgashti,נִפְגַּשְׁתִּי,Nifgashta,נִפְגַּשְׁתָּ,Nifgasht,נִפְגַּשְׁתְּ,Nifgashtem,נִפְגַּשְׁתֶּם,Nifgashten,נִפְגַּשְׁתֶּן,Nifgeshu,נִפְגְּשׁוּ,Nifgeshu,נִפְגְּשׁוּ,Nifgash,נִפְגַּשׁ,Nifgesha,נִפְגְּשָׁה,Nifgashnu,נִפְגַּשְׁנוּ
Move,La-zuz,לָזוּז,Zaz/Zaza,זָז/זָזָה,Zazim/Zazot,זָזִים/זָזוֹת,Move,Zazti,זַזְתִּי,Zazta,זַזְתָּ,Zazt,זַזְתְּ,Zaztem,זַזְתֶּם,Zazten,זַזְתֶּן,Zazu,זָזוּ,Zazu,זָזוּ,Zaz,זָז,Zaza,זָזָה,Zaznu,זַזְנוּ
Need,Litz-roch,לְהִזְדַּקֵּק,Tzarich/Tzricha,מִזְדַּקֵּק/מִזְדַּקֶּקֶת,Tzrichim/Tzrichot,צְרִיכִים/צְרִיכוֹת,Need,Tzarakhti,צָרַכְתִּי,Tzarechta,צָרַכְתָּ,Tzarecht,צָרַכְתְּ,Tzarechtem,צְרַכְתֶּם,Tzarechten,צְרַכְתֶּן,Tzarchu,צָרְכוּ,Tzarchu,צָרְכוּ,Tzarech,צָרַךְ,Tzarcha,צָרְכָה,Tzarechnu,צָרַכְנוּ
Open,Lif-toach,לִפְתּוֹחַ,Poteach/Potachat,פּוֹתֵחַ/פּוֹתַחַת,Potchim/Potchat,פּוֹתְחִים/פּוֹתְחוֹת,Open,Patakhti,פָּתַחְתִּי,Patachta,פָּתַחְתָּ,Patacht,פָּתַחְתְּ,Patachem,פְּתַחְתֶּם,Patachten,פְּתַחְתֶּן,Patkhu,פָּתְחוּ,Patkhu,פָּתְחוּ,Patakh,פָּתַח,Patkha,פָּתְחָה,Pataknu,פָּתַחְנוּ
Paint,Le-tzabea,לְצַבֵּעַ,Tzovea/Tzoveat,צוֹבֵעַ/צוֹבַעַת,Tzovim/Tzovot,צוֹבְעִים/צוֹבְעוֹת,Paint,Tziyarti,צִיַּרְתִּי,Tziyarta,צִיַּרְתָּ,Tziyart,צִיַּרְתְּ,Tziyartem,צִיַּרְתֶּם,Tziyarten,צִיַּרְתֶּן,Tziyeru,צִיְּרוּ,Tziyeru,צִיְּרוּ,Tziyer,צִיֵּר,Tziyrה,צִיְּרָה,Tziyarnu,צִיַּרְנוּ
Pay,Le-shalem,לְשַׁלֵּם,Meshalem/Meshalemet,מְשַׁלֵּם/מְשַׁלֶּמֶת,Meshalmim/Meshalmot,מְשַׁלְּמִים/מְשַׁלְּמוֹת,Pay,Shilamti,שִׁלַּמְתִּי,Shilamta,שִׁלַּמְתָּ,Shilamt,שִׁלַּמְתְּ,Shilamtem,שִׁלַּמְתֶּם,Shilamten,שִׁלַּמְתֶּן,Shilmu,שִׁלְּמוּ,Shilmu,שִׁלְּמוּ,Shilem,שִׁלֵּם,Shilma,שִׁלְּמָה,Shilamnu,שִׁלַּמְנוּ
Pass/Cross,La-avor,לַעֲבוֹר,Over/Overet,עוֹבֵר/עוֹבֶרֶת,Ovrim/Ovrot,עוֹבְרִים/עוֹבְרוֹת,Pass/Cross,Avarti,עָבַרְתִּי,Avarta,עָבַרְתָּ,Avart,עָבַרְתְּ,Avartem,עֲבַרְתֶּם,Avarten,עֲבַרְתֶּן,Avru,עָבְרוּ,Avru,עָבְרוּ,Avar,עָבַר,Avra,עָבְרָה,Avarnu,עָבַרְנוּ
Play,Lesachek,לְשַׂחֵק,Mesachek/Mesacheket,מְשַׂחֵק/מְשַׂחֶקֶת,Mesachakim/Mesachakot,מְשַׂחֲקִים/מְשַׂחֲקוֹת,Play,Sichakti,שִׂחַקְתִּי,Sichakta,שִׂחַקְתָּ,Sichakt,שִׂחַקְתְּ,Sichaktem,שִׂחַקְתֶּם,Sichakten,שִׂחַקְתֶּן,Sichaku,שִׂחֲקוּ,Sichaku,שִׂחֲקוּ,Sichek,שִׂחֵק,Sichka,שִׂחֲקָה,Sichaknu,שִׂחַקְנוּ
Prefer,Le-haadif,לְהַעֲדִיף,Maadif/Maadifa,מַעֲדִיף/מַעֲדִיפָה,Maadifim/Maadifot,מַעֲדִיפִים/מַעֲדִיפוֹת,Prefer,Hiadifti,הֶעֱדַפְתִּי,Hiadifta,הֶעֱדַפְתָּ,Hiadift,הֶעֱדַפְתְּ,Hiadiftem,הֶעֱדַפְתֶּם,Hiadiften,הֶעֱדַפְתֶּן,Hiedifu,הֶעֱדִיפוּ,Hiedifu,הֶעֱדִיפוּ,Hiedif,הֶעֱדִיף,Hiedifa,הֶעֱדִיפָה,Hiadifnu,הֶעֱדַפְנוּ
Put,La-sim,לָשִׂים,Sam/Sama,שָׂם/שָׂמָה,Samim/Samot,שָׂמִים/שָׂמוֹת,Put,Samti,שַׂמְתִּי,Samta,שַׂמְתָּ,Samt,שַׂמְתְּ,Samtem,שַׂמְתֶּם,Samten,שַׂמְתֶּן,Samu,שָׂמוּ,Samu,שָׂמוּ,Sam,שָׂם,Sama,שָׂמָה,Samנו,שַׂמְנוּ
Read,Li-kro,לִקְרוֹא,Kore/Koret,קוֹרֵא/קוֹרֵאת,Korim/Korot,קוֹרְאִים/קוֹרְאוֹת,Read,Karati,קָרָאתִי,Karata,קָרָאתָ,Karat,קָרָאת,Karatem,קְרָאתֶם,Karaten,קְרָאתֶן,Karu,קָרְאוּ,Karu,קָרְאוּ,Kara,קָרָא,Kar'a,קָרְאָה,Karanu,קָרָאנוּ
Receive,Le-kabel,לְקַבֵּל,Mekabel/Mekabelet,מְקַבֵּל/מְקַבֶּלֶת,Mekablim/Mekablot,מְקַבְּלִים/מְקַבְּלוֹת,Receive,Kibalti,קִבַּלְתִּי,Kibalta,קִבַּלְתָּ,Kibalt,קִבַּלְתְּ,Kibaltem,קִבַּלְתֶּם,Kibalten,קִבַּלְתֶּן,Kiblu,קִבְּלוּ,Kiblu,קִבְּלוּ,Kibel,קִבֵּל,Kibla,קִבְּלָה,Kibalnu,קִבַּלְנוּ
Remember,Liz-kor,לִזְכּוֹר,Zocher/Zocheret,זוֹכֵר/זוֹכֶרֶת,Zochrim/Zochrot,זוֹכְרִים/זוֹכְרוֹת,Remember,Zacharti,זָכַרְתִּי,Zacharta,זָכַרְתָּ,Zachart,זָכַרְתְּ,Zachartem,זְכַרְתֶּם,Zacharten,זְכַרְתֶּן,Zachru,זָכְרוּ,Zachru,זָכְרוּ,Zachar,זָכַר,Zachra,זָכְרָה,Zacharnu,זָכַרְנוּ
Rent (for yourself),Lis-kor,לִשְׂכּוֹר,Socher/Socheret,שׂוֹכֵר/שׂוֹכֶרֶת,Sochrim/Sochrot,שׂוֹכְרִים/שׂוֹכְרוֹת,Rent (for yourself),Sacharti,שָׂכַרְתִּי,Sacharta,שָׂכַרְתָּ,Sachart,שָׂכַרְתְּ,Sachartem,שְׂכַרְתֶּם,Sacharten,שְׂכַרְתֶּן,Sachru,שָׂכְרוּ,Sachru,שָׂכְרוּ,Sachar,שָׂכַר,Sachra,שָׂכְרָה,Sacharnu,שָׂכַרְנוּ
Rent (for others),Le-haskir,לְהַשְׂכִּיר,Maskir/Maskira,מַשְׂכִּיר/מַשְׂכִּירָה,Maskirim/Maskirot,מַשְׂכִּירִים/מַשְׂכִּירוֹת,Rent (for others),Hiskarti,הִשְׂכַּרְתִּי,Hiskarta,הִשְׂכַּרְתָּ,Hiskart,הִשְׂכַּרְתְּ,Hiskartem,הִשְׂכַּרְתֶּם,Hiskarten,הִשְׂכַּרְתֶּן,Hiskiru,הִשְׂכִּירוּ,Hiskiru,הִשְׂכִּירוּ,Hiskir,הִשְׂכִּיר,Hiskira,הִשְׂכִּירָה,Hiskarnu,הִשְׂכַּרְנוּ
Repeat,Lachzor,לַחֲזוֹר,Chozer/Chozeret,חוֹזֵר/חוֹזֶרֶת,Chozrim/Chozrot,חוֹזְרִים/חוֹזְרוֹת,Repeat,Chazarti,חָזַרְתִּי,Chazarta,חָזַרְתָּ,Chazart,חָזַרְתְּ,Chazartem,חֲזַרְתֶּם,Chazarten,חֲזַרְתֶּן,Chazru,חָזְרוּ,Chazru,חָזְרוּ,Chazar,חָזַר,Chazra,חָזְרָה,Chazarnu,חָזַרְנוּ
Return (something),Le-hach-zir,לַחֲזוֹר,Machzir/Machzir-ah,חוֹזֵר/חוֹזֶרֶת,Machzirim/Machzirot,מַחֲזִירִים/מַחֲזִירוֹת,Return (something),Hichzarti,הֶחְזַרְתִּי,Hichzarta,הֶחְזַרְתָּ,Hichzart,הֶחְזַרְתְּ,Hichzartem,הֶחְזַרְתֶּם,Hichzarten,הֶחְזַרְתֶּן,Hechziru,הֶחְזִירוּ,Hechziru,הֶחְזִירוּ,Hechzir,הֶחְזִיר,Hechzira,הֶחְזִירָה,Hichzarnu,הֶחְזַרְנוּ
Return (somewhere),Lach-zor,לַחֲזֹר,Chozer/Chozeret,חוֹזֵר/חוֹזֶרֶת,Chozrim/Chozrot,חוֹזְרִים/חוֹזְרוֹת,Return (somewhere),Chazarti,חָזַרְתִּי,Chazarta,חָזַרְתָּ,Chazart,חָזַרְתְּ,Chazartem,חֲזַרְתֶּם,Chazarten,חֲזַרְתֶּן,Chazru,חָזְרוּ,Chazru,חָזְרוּ,Chazar,חָזַר,Chazra,חָזְרָה,Chazarnu,חָזַרְנוּ
Rest,La-nuach,לָנוּחַ,Nach/Na-cha,נָח/נָחָה,Nachim/Nachot,נָחִים/נָחוֹת,Rest,Nachtati,נָחַתִּי?,Nachta,נָחַתָּ,Nacht,נָחַתְּ,Nachtem,נַחְתֶּם,Nachten,נַחְתֶּן,Nachu,נָחוּ,Nachu,נָחוּ,Nach,נָח,Nachah,נָחָה,Nachnu,נָחְנוּ
Run,La-rutz,לָרוּץ,Ratz/Ratza,רָץ/רָצָה,Ratzim/Ratzot,רָצִים/רָצוֹת,Run,Ratzti,רַצְתִּי,Ratztָ,רַצְתָּ,Ratzt,רַצְתְּ,Ratztem,רַצְתֶּם,Ratzten,רַצְתֶּן,Ratzu,רָצוּ,Ratzu,רָצוּ,Ratz,רָץ,Ratza,רָצָה,Ratznu,רַצְנוּ
Run Away,Liv-roach,לִבְרוֹחַ,Boreach/Borachat,בּוֹרֵחַ/בּוֹרַחַת,Borchim/Borchot,בּוֹרְחִים/בּוֹרְחוֹת,Run Away,Barachti,בָּרַחְתִּי,Barachta,בָּרַחְתָּ,Baracht,בָּרַחְתְּ,Barachtem,בְּרַחְתֶּם,Barachten,בְּרַחְתֶּן,Barchu,בָּרְחוּ,Barchu,בָּרְחוּ,Barach,בָּרַח,Barcha,בָּרְחָה,Barachnu,בָּרַחְנוּ
Say (pt. 1),Le-hagid,לְהַגִּיד,Magid/Magida,מַגִּיד/מַגִּידָה,Magidim/Magidot,מַגִּידִים/מַגִּידוֹת,Say (pt. 1),Higadti,הִגַּדְתִּי,Higadta,הִגַּדְתָּ,Higadt,הִגַּדְתְּ,Higadtem,הִגַּדְתֶּם,Higadten,הִגַּדְתֶּן,Higidu,הִגִּידוּ,Higidu,הִגִּידוּ,Higid,הִגִּיד,Higida,הִגִּידָה,Higadnu,הִגַּדְנוּ
Say (pt. 2),Lo-mar,לוֹמַר,Omer/Omeret,אוֹמֵר/אוֹמֶרֶת,Omrim/Omrot,אוֹמְרִים/אוֹמְרוֹת,Say (pt. 2),Amarti,אָמַרְתִּי,Amarta,אָמַרְתָּ,Amart,אָמַרְתְּ,Amartem,אֲמַרְתֶּם,Amarten,אֲמַרְתֶּן,Amru,אָמְרוּ,Amru,אָמְרוּ,Amar,אָמַר,Amra,אָמְרָה,Amarnu,אָמַרְנוּ
Sanctify,Le-kadesh,לְקַדֵּשׁ,Mekadesh/Mekadeshet,מְקַדֵּשׁ/מְקַדֶּשֶׁת,Mekadshim/Mekadshot,מְקַדְּשִׁים/מְקַדְּשׁוֹת,Sanctify,Kidashti,קִדַּשְׁתִּי,Kidashta,קִדַּשְׁתָּ,Kidasht,קִדַּשְׁתְּ,Kidashtem,קִדַּשְׁתֶּם,Kidashten,קִדַּשְׁתֶּן,Kidshu,קִדְּשׁוּ,Kidshu,קִדְּשׁוּ,Kidesh,קִדֵּשׁ,Kidsha,קִדְּשָׁה,Kidashnu,קִדַּשְׁנוּ
Search,Lechapes,לְחַפֵּשׂ,Mechapes/Mechapeset,מְחַפֵּשׂ/מְחַפֶּשֶׂת,Mechapsim/Mechapsot,מְחַפְּשִׂים/מְחַפְּשִׂים,Search,Chipashti,חִפַּשְׂתִּי,Chipashta,חִפַּשְׂתָּ,Chipasht,חִפַּשְׂתְּ,Chipashtem,חִפַּשְׂתֶּם,Chipashten,חִפַּשְׂתֶּן,Chipsu,חִפְּשׂוּ,Chipsu,חִפְּשׂוּ,Chipes,חִפֵּשׂ,Chipsa,חִפְּשָׂה,Chipasnu,חִפַּשְׂנוּ
See,Lir-ot,לִרְאוֹת,Ro-eh/Ro-ah,רוֹאֶה/רוֹאָה,Roim/Ro-ot,רוֹאִים/רוֹאוֹת,See,Ra'iti,רָאִיתִי,Ra'ita,רָאִיתָ,Ra'it,רָאִית,R'item,רְאִיתֶם,R'iten,רְאִיתֶן,Ra'u,רָאוּ,Ra'u,רָאוּ,Ra'a,רָאָה,Ra'ata,רָאֲתָה,Ra'inu,רָאִינוּ
Send,Lish-loach,לִשְׁלוֹחַ,Sholeach/Sholachat,שׁוֹלֵחַ/שׁוֹלַחַת,Sholchim/Sholchot,שׁוֹלְחִים/שׁוֹלְחוֹת,Send,Shalachti,שָׁלַחְתִּי,Shalachta,שָׁלַחְתָּ,Shalacht,שָׁלַחְתְּ,Shalachem,שְׁלַחְתֶּם,Shalachten,שְׁלַחְתֶּן,Shalchu,שָׁלְחוּ,Shalchu,שָׁלְחוּ,Shalach,שָׁלַח,Shalcha,שָׁלְחָה,Shalachnu,שָׁלַחְנוּ
Shout,Litz-ok,לִצְעֹק,Tzoek/tzoeket,צוֹעֵק/צוֹעֶקֶת,Tzoakim/Tzoakot,צוֹעֲקִים/צוֹעֲקוֹת,Shout,Tza'akti,צָעַקְתִּי,Tza'akta,צָעַקְתָּ,Tza'akt,צָעַקְתְּ,Tza'aktem,צְעַקְתֶּם,Tza'akten,צְעַקְתֶּן,Tza'aku,צָעֲקוּ,Tza'aku,צָעֲקוּ,Tza'ak,צָעַק,Tza'aka,צָעֲקָה,Tza'aknu,צָעַקְנוּ
Show,Le-harot,לְהַרְאוֹת,Mar-eh/Mar-ah,מַרְאֶה/מַרְאָה,Marim/Marot,מַרְאִים/מַרְאוֹת,Show,Hir'eti,הֶרְאֵיתִי,Hir'eta,הֶרְאֵיתָ,Hir'et,הֶרְאֵית,Hir'item,הֶרְאֵיתֶם,Hir'iten,הֶרְאֵיתֶן,Hir'u,הֶרְאוּ,Hir'u,הֶרְאוּ,Hir'a,הֶרְאָה,Hir'eta,הֶרְאֲתָה,Hir'inu,הֶרְאֵינוּ
Shut Up,Lish-tok,לִשְׁתּוֹק,Shotek/Shoteket,שׁוֹתֵק/שׁוֹתֶקֶת,Shotkim/Shotkot,שׁוֹתְקִים/שׁוֹתְקוֹת,Shut Up,Shatakti,שָׁתַקְתִּי,Shatakta,שָׁתַקְתָּ,Shatakt,שָׁתַקְתְּ,Shataktem,שְׁתַקְתֶּם,Shatakten,שְׁתַקְתֶּן,Shatku,שָׁתְקוּ,Shatku,שָׁתְקוּ,Shatak,שָׁתַק,Shatka,שָׁתְקָה,Shataknu,שָׁתַקְנוּ
Sign,Lach-tom,לַחְתּוֹם,Chotem/Chotemet,חוֹתֵם/חוֹתֶמֶת,Chotmim/Chotmot,חוֹתְמִים/חוֹתְמוֹת,Sign,Chatamti,חָתַמְתִּי,Chatamta,חָתַמְתָּ,Chatamt,חָתַמְתְּ,Chatamtem,חֲתַמְתֶּם,Chatamten,חֲתַמְתֶּן,Chatmu,חָתְמוּ,Chatmu,חָתְמוּ,Chatam,חָתַם,Chatma,חָתְמָה,Chatamnu,חָתַמְנוּ
Sing,La-shir,לָשִׁיר,Shar/ShAHra,שָׁר/שָׁרָה,Sharim/Sharot,שָׁרִים/שָׁרוֹת,Sing,Sharתי,שַׁרְתִּי,Sharta,שַׁרְתָּ,Shart,שַׁרְתְּ,Shartem,שַׁרְתֶּם,Sharten,שַׁרְתֶּן,Sharu,שָׁרוּ,Sharu,שָׁרוּ,Shar,שָׁר,Shara,שָׁרָה,Sharnu,שַׁרְנוּ
